batch,K,mask,outcome,seamless,last_boundary_wait_cycles,note
2666,3,00,ok,0,23449,
2667,3,fe,ok,0,1,
2668,3,7f,ok,0,1,
2669,3,00,ok,0,23374,
2670,3,fe,ok,0,1,
2671,3,7f,ok,0,1,
2672,3,00,ok,0,23504,
2673,3,fe,ok,0,1,
2674,3,7f,ok,0,1,
2675,3,00,ok,0,23502,
2676,3,fe,ok,0,1,
2677,3,7f,ok,0,1,
2678,3,00,ok,0,23449,
2679,3,fe,ok,0,1,
2680,3,7f,ok,0,1,
2681,3,00,ok,0,23321,
2682,3,fe,ok,0,1,
2683,3,7f,ok,0,1,
2684,3,00,ok,0,23442,
2685,3,fe,ok,0,1,
2686,3,7f,ok,0,1,
2687,3,00,ok,0,23401,
2688,3,fe,ok,0,1,
2689,3,7f,ok,0,1,
2690,3,00,ok,0,23436,
2691,3,fe,ok,0,1,
2692,3,7f,ok,0,1,
2693,3,00,ok,0,23490,
2694,3,fe,ok,0,1,
2695,3,7f,ok,0,1,
2696,3,00,ok,0,23352,
2697,3,fe,ok,0,1,
2698,3,7f,ok,0,1,
2699,3,00,ok,0,23449,
2700,3,fe,ok,0,1,
2701,3,7f,ok,0,1,
2702,3,00,ok,0,23506,
2703,3,fe,ok,0,1,
2704,3,7f,ok,0,1,
2705,3,00,ok,0,23240,
2706,3,fe,ok,0,1,
2707,3,7f,ok,0,1,
2708,3,00,ok,0,23448,
2709,3,fe,ok,0,1,
2710,3,7f,ok,0,1,
2711,3,00,ok,0,23437,
2712,3,fe,ok,0,1,
2713,3,7f,ok,0,1,
2714,3,00,ok,0,23437,
2715,3,fe,ok,0,1,
2716,3,7f,ok,0,1,
2717,3,00,ok,0,23428,
2718,3,fe,ok,0,1,
2719,3,7f,ok,0,1,
2720,3,00,ok,0,23169,
2721,3,fe,ok,0,1,
2722,3,7f,ok,0,1,
2723,3,00,ok,0,23440,
2724,3,fe,ok,0,1,
2725,3,7f,ok,0,1,
2726,3,00,ok,0,23504,
2727,3,fe,ok,0,1,
2728,3,7f,ok,0,1,
2729,3,00,ok,0,23507,
2730,3,fe,ok,0,1,
2731,3,7f,ok,0,1,
2732,3,00,ok,0,23239,
2733,3,fe,ok,0,1,
2734,3,7f,ok,0,1,
2735,3,00,ok,0,23383,
2736,3,fe,ok,0,1,
2737,3,7f,ok,0,1,
2738,3,00,ok,0,23453,
2739,3,fe,ok,0,1,
2740,3,7f,ok,0,1,
2741,3,00,ok,0,23346,
2742,3,fe,ok,0,1,
2743,3,7f,ok,0,1,
2744,3,00,ok,0,23503,
2745,3,fe,ok,0,1,
2746,3,7f,ok,0,1,
2747,3,00,ok,0,23501,
2748,3,fe,ok,0,1,
2749,3,7f,ok,0,1,
2750,3,00,ok,0,23170,
2751,3,fe,ok,0,1,
2752,3,7f,ok,0,1,
2753,3,00,ok,0,23450,
2754,3,fe,ok,0,1,
2755,3,7f,ok,0,1,
2756,3,00,ok,0,23438,
2757,3,fe,ok,0,1,
2758,3,7f,ok,0,1,
2759,3,00,ok,0,23174,
2760,3,fe,ok,0,1,
2761,3,7f,ok,0,1,
2762,3,00,ok,0,23337,
2763,3,fe,ok,0,1,
2764,3,7f,ok,0,1,
2765,3,00,ok,0,23194,
2766,3,fe,ok,0,1,
2767,3,7f,ok,0,1,
2768,3,00,ok,0,23472,
2769,3,fe,ok,0,1,
2770,3,7f,ok,0,1,
2771,3,00,ok,0,23493,
2772,3,fe,ok,0,1,
2773,3,7f,ok,0,1,
2774,3,00,ok,0,23501,
2775,3,fe,ok,0,1,
2776,3,7f,ok,0,1,
2777,3,00,ok,0,23512,
2778,3,fe,ok,0,1,
2779,3,7f,ok,0,1,
2780,3,00,ok,0,23375,
2781,3,fe,ok,0,1,
2782,3,7f,ok,0,1,
2783,3,00,ok,0,23435,
2784,3,fe,ok,0,1,
2785,3,7f,ok,0,1,
2786,3,00,ok,0,23449,
2787,3,fe,ok,0,1,
2788,3,7f,ok,0,1,
2789,3,00,ok,0,23504,
2790,3,fe,ok,0,1,
2791,3,7f,ok,0,1,
2792,3,00,ok,0,23358,
2793,3,fe,ok,0,1,
2794,3,7f,ok,0,1,
2795,3,00,ok,0,23236,
2796,3,fe,ok,0,1,
2797,3,7f,ok,0,1,
2798,3,00,ok,0,23465,
2799,3,fe,ok,0,1,
2800,3,7f,ok,0,1,
2801,3,00,ok,0,23437,
2802,3,fe,ok,0,1,
2803,3,7f,ok,0,1,
2804,3,00,ok,0,23407,
2805,3,fe,ok,0,1,
2806,3,7f,ok,0,1,
2807,3,00,ok,0,23396,
2808,3,fe,ok,0,1,
2809,3,7f,ok,0,1,
2810,3,00,ok,0,23230,
2811,3,fe,ok,0,1,
2812,3,7f,ok,0,1,
2813,3,00,ok,0,23500,
2814,3,fe,ok,0,1,
2815,3,7f,ok,0,1,
2816,3,00,ok,0,23440,
2817,3,fe,ok,0,1,
2818,3,7f,ok,0,1,
2819,3,00,ok,0,23211,
2820,3,fe,ok,0,1,
2821,3,7f,ok,0,1,
2822,3,00,ok,0,23501,
2823,3,fe,ok,0,1,
2824,3,7f,ok,0,1,
2825,3,00,ok,0,23506,
2826,3,fe,ok,0,1,
2827,3,7f,ok,0,1,
2828,3,00,ok,0,23448,
2829,3,fe,ok,0,1,
2830,3,7f,ok,0,1,
2831,3,00,ok,0,23499,
2832,3,fe,ok,0,1,
2833,3,7f,ok,0,1,
2834,3,00,ok,0,23454,
2835,3,fe,ok,0,1,
2836,3,7f,ok,0,1,
2837,3,00,ok,0,23453,
2838,3,fe,ok,0,1,
2839,3,7f,ok,0,1,
2840,3,00,ok,0,23449,
2841,3,fe,ok,0,1,
2842,3,7f,ok,0,1,
2843,3,00,ok,0,23516,
2844,3,fe,ok,0,1,
2845,3,7f,ok,0,1,
2846,3,00,ok,0,23512,
2847,3,fe,ok,0,1,
2848,3,7f,ok,0,1,
2849,3,00,ok,0,23518,
2850,3,fe,ok,0,1,
2851,3,7f,ok,0,1,
2852,3,00,ok,0,23357,
2853,3,fe,ok,0,1,
2854,3,7f,ok,0,1,
2855,3,00,ok,0,23133,
2856,3,fe,ok,0,1,
2857,3,7f,ok,0,1,
2858,3,00,ok,0,23506,
2859,3,fe,ok,0,1,
2860,3,7f,ok,0,1,
2861,3,00,ok,0,23430,
2862,3,fe,ok,0,1,
2863,3,7f,ok,0,1,
2864,3,00,ok,0,23442,
2865,3,fe,ok,0,1,
2866,3,7f,ok,0,1,
2867,3,00,ok,0,23505,
2868,3,fe,ok,0,1,
2869,3,7f,ok,0,1,
2870,3,00,ok,0,23504,
2871,3,fe,ok,0,1,
2872,3,7f,ok,0,1,
2873,3,00,ok,0,23449,
2874,3,fe,ok,0,1,
2875,3,7f,ok,0,1,
2876,3,00,ok,0,23502,
2877,3,fe,ok,0,1,
2878,3,7f,ok,0,1,
2879,3,00,ok,0,23453,
2880,3,fe,ok,0,1,
2881,3,7f,ok,0,1,
2882,3,00,ok,0,23509,
2883,3,fe,ok,0,1,
2884,3,7f,ok,0,1,
2885,3,00,ok,0,23440,
2886,3,fe,ok,0,1,
2887,3,7f,ok,0,1,
2888,3,00,ok,0,23227,
2889,3,fe,ok,0,1,
2890,3,7f,ok,0,1,
2891,3,00,ok,0,23082,
2892,3,fe,ok,0,1,
2893,3,7f,ok,0,1,
2894,3,00,ok,0,23171,
2895,3,fe,ok,0,1,
2896,3,7f,ok,0,1,
2897,3,00,ok,0,23503,
2898,3,fe,ok,0,1,
2899,3,7f,ok,0,1,
2900,3,00,ok,0,23501,
2901,3,fe,ok,0,1,
2902,3,7f,ok,0,1,
2903,3,00,ok,0,23483,
2904,3,fe,ok,0,1,
2905,3,7f,ok,0,1,
2906,3,00,ok,0,23498,
2907,3,fe,ok,0,1,
2908,3,7f,ok,0,1,
2909,3,00,ok,0,23499,
2910,3,fe,ok,0,1,
2911,3,7f,ok,0,1,
2912,3,00,ok,0,23231,
2913,3,fe,ok,0,1,
2914,3,7f,ok,0,1,
2915,3,00,ok,0,23299,
2916,3,fe,ok,0,1,
2917,3,7f,ok,0,1,
2918,3,00,ok,0,23248,
2919,3,fe,ok,0,1,
2920,3,7f,ok,0,1,
2921,3,00,ok,0,23518,
2922,3,fe,ok,0,1,
2923,3,7f,ok,0,1,
2924,3,00,ok,0,23410,
2925,3,fe,ok,0,1,
2926,3,7f,ok,0,1,
2927,3,00,ok,0,23449,
2928,3,fe,ok,0,1,
2929,3,7f,ok,0,1,
2930,3,00,ok,0,23460,
2931,3,fe,ok,0,1,
2932,3,7f,ok,0,1,
2933,3,00,ok,0,23499,
2934,3,fe,ok,0,1,
2935,3,7f,ok,0,1,
2936,3,00,ok,0,23509,
2937,3,fe,ok,0,1,
2938,3,7f,ok,0,1,
2939,3,00,ok,0,23169,
2940,3,fe,ok,0,1,
2941,3,7f,ok,0,1,
2942,3,00,ok,0,23389,
2943,3,fe,ok,0,1,
2944,3,7f,ok,0,1,
2945,3,00,ok,0,23449,
2946,3,fe,ok,0,1,
2947,3,7f,ok,0,1,
2948,3,00,ok,0,23458,
2949,3,fe,ok,0,1,
2950,3,7f,ok,0,1,
2951,3,00,ok,0,23449,
2952,3,fe,ok,0,1,
2953,3,7f,ok,0,1,
2954,3,00,ok,0,23436,
2955,3,fe,ok,0,1,
2956,3,7f,ok,0,1,
2957,3,00,ok,0,23271,
2958,3,fe,ok,0,1,
2959,3,7f,ok,0,1,
2960,3,00,ok,0,23402,
2961,3,fe,ok,0,1,
2962,3,7f,ok,0,1,
2963,3,00,ok,0,23520,
2964,3,fe,ok,0,1,
2965,3,7f,ok,0,1,
2966,3,00,ok,0,23495,
2967,3,fe,ok,0,1,
2968,3,7f,ok,0,1,
2969,3,00,ok,0,23510,
2970,3,fe,ok,0,1,
2971,3,7f,ok,0,1,
2972,3,00,ok,0,23513,
2973,3,fe,ok,0,1,
2974,3,7f,ok,0,1,
2975,3,00,ok,0,23453,
2976,3,fe,ok,0,1,
2977,3,7f,ok,0,1,
2978,3,00,ok,0,23453,
2979,3,fe,ok,0,1,
2980,3,7f,ok,0,1,
2981,3,00,ok,0,23351,
2982,3,fe,ok,0,1,
2983,3,7f,ok,0,1,
2984,3,00,ok,0,23506,
2985,3,fe,ok,0,1,
2986,3,7f,ok,0,1,
2987,3,00,ok,0,23440,
2988,3,fe,ok,0,1,
2989,3,7f,ok,0,1,
2990,3,00,ok,0,23500,
2991,3,fe,ok,0,1,
2992,3,7f,ok,0,1,
2993,3,00,ok,0,23499,
2994,3,fe,ok,0,1,
2995,3,7f,ok,0,1,
2996,3,00,ok,0,23506,
2997,3,fe,ok,0,1,
2998,3,7f,ok,0,1,
2999,3,00,ok,0,23448,
